title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean,summary_gpt,themes,tone,age_range,needs_fix
"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,https://www.goodreads.com/book/show/6294.Howl_s_Moving_Castle,Wizard's Castle (Howl's Moving Castle #1-2),Diana Wynne Jones,https://covers.openlibrary.org/b/id/8051799-L.jpg,https://openlibrary.org/works/OL16104968W,"Dianne Wynne Jones is the secret master of fantasy books about young people. This book is a rollicking ride filled with puzzles and prophecies and contains the book Howl's Moving Castle, and the book Castle In the Air.","Howl’S Moving Castle (Howl’S Moving Castle, #1)",Diana Wynne Jones,"A fantasy adventure filled with puzzles and prophecies featuring two books, Howl's Moving Castle and Castle in the Air.","fantasy, adventure, prophecy",whimsical,9-12,False
"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis,https://www.goodreads.com/book/show/65641.The_Silver_Chair,The Silver Chair,C.S. Lewis,https://covers.openlibrary.org/b/id/6950992-L.jpg,https://openlibrary.org/works/OL71078W,Jill and Eustace must rescue the Prince from the evil Witch.,"The Silver Chair (Chronicles Of Narnia, #4)",C.S. Lewis,Jill and Eustace embark on a quest to save the Prince from an evil Witch.,"friendship, bravery, adventure",adventurous,8-12,False
Parts,Tedd Arnold,https://www.goodreads.com/book/show/1197646.Parts,Parts,Tedd Arnold,https://covers.openlibrary.org/b/id/3853780-L.jpg,https://openlibrary.org/works/OL478819W,A five-year-old boy thinks his body is falling apart until he learns new teeth grow and hair and skin replace themselves.,Parts,Tedd Arnold,A young boy explores the concept of growth and change in the human body.,"growth, change, self-discovery",educational,3-5,False
The Very Quiet Cricket,Eric Carle,https://www.goodreads.com/book/show/125423.The_Very_Quiet_Cricket,The very quiet cricket,Eric Carle,https://covers.openlibrary.org/b/id/259476-L.jpg,https://openlibrary.org/works/OL53023W,A very quiet cricket who wants to rub his wings together and make a sound as do so many other animals finally achieves his wish. The cricket's sound is reproduced at the end of the book.,The Very Quiet Cricket,Eric Carle,A quiet cricket discovers how to make a sound with his wings after longing to do so like other animals. The book ends with the reproduction of the cricket's sound.,"self-discovery, persistence, individuality",calm,3-5,False
The Berenstain Bears Get the Gimmies,Stan Berenstain,https://www.goodreads.com/book/show/1129297.The_Berenstain_Bears_Get_the_Gimmies,The Berenstain Bears Get the Gimmies,Stan Berenstain,https://covers.openlibrary.org/b/id/6793630-L.jpg,https://openlibrary.org/works/OL15829412W,"**When a cub's behavior takes a turn for the worst, it's hard for parents to know what to do first.**

***Gran and Gramps come up with a plan to help selfish Brother and Sister Bear get rid of a bad case of the galloping greedy gimmies.***",The Berenstain Bears Get The Gimmies,Stan Berenstain,Gran and Gramps help Brother and Sister Bear overcome their selfish behavior 'galloping greedy gimmies'.,"selfishness, greed, family",educational,3-5,False
Maniac Magee,Jerry Spinelli,https://www.goodreads.com/book/show/139463.Maniac_Magee,Maniac Magee,Jerry Spinelli,https://covers.openlibrary.org/b/id/10134677-L.jpg,https://openlibrary.org/works/OL77104W,"Jeffrey Lionel ""Maniac"" Magee might have lived a normal life if a freak accident hadn't made him an orphan. After living with his unhappy and uptight aunt and uncle for eight years, he decides to run--and not just run away, but run. This is where the myth of Maniac Magee begins, as he changes the lives of a racially divided small town with his amazing and legendary feats.",Maniac Magee,Jerry Spinelli,A young boy named Maniac Magee runs away from his unhappy home and becomes a legend in a racially divided town.,"friendship, racism, belonging, community",inspirational,8-12,False
The Hat,Jan Brett,https://www.goodreads.com/book/show/196951.The_Hat,The Hat,Jan Brett,https://covers.openlibrary.org/b/id/259667-L.jpg,https://openlibrary.org/works/OL13928W,"When Lisa hangs her woolen clothes in the sun to air them out for winter, the hedgehog, to the amusement of the other animals, ends up wearing a stocking on his head.",The Hat,Jan Brett,A story about a hedgehog who gets a stocking stuck on his head while trying to keep warm for winter.,"friendship, helping others, problem-solving",whimsical,3-5,False
"A Swiftly Tilting Planet (Time Quintet, #3)",Madeleine L'Engle,https://www.goodreads.com/book/show/77276.A_Swiftly_Tilting_Planet,A Swiftly Tilting Planet (Time Quintet #3),Madeleine L'Engle,https://covers.openlibrary.org/b/id/8223424-L.jpg,https://openlibrary.org/works/OL41492W,"The Murry and OKeefe families enlist the help of the unicorn, Gaudior, to save the world from imminent nuclear war. In this companion volume to A Wrinkle In  Time (Newbery Award winner) and A Wind In The Door, fifteen-year-old  Charles Wallace and the unicorn Gaudior undertake a perilous journey through time in a desperate attempt to stop the destruction of the world by the  mad dictator Madog Branzillo. They are not alone in  their quest. Charles Wallace's sister, Meg -- grown and expecting her first child, but still able to enter her brother's thoughts and emotions by ""kything"" -- goes with him in spirit. But in overcoming the challenges, Charles Wallace must face the ultimate test of his faith and  will, as he is sent within four people from  another time, there to search for a way to avert the  tragedy threatening them all. - Publisher.","A Swiftly Tilting Planet (Time Quintet, #3)",Madeleine L'Engle,"Two families, along with the help of a unicorn, team up to prevent a nuclear war and save the world. The story follows fifteen-year-old Charles Wallace and the unicorn Gaudior on a time-traveling journey to stop a mad dictator from causing destruction.","family, friendship, courage, time-travel",adventurous,9-12,False
The Owl and the Pussycat,Edward Lear,https://www.goodreads.com/book/show/716946.The_Owl_and_the_Pussycat,Owl and the pussy-cat,Edward Lear,https://covers.openlibrary.org/b/id/1536152-L.jpg,https://openlibrary.org/works/OL937391W,"After a courtship voyage of a year and a day, Owl and Pussy finally buy a ring from Piggy and are blissfully married.",The Owl And The Pussycat,Edward Lear,Owl and Pussy embark on a year-long courtship journey before finally getting married with a ring bought from Piggy.,"love, friendship, marriage",whimsical,3-5,False
"Peter Nimble and His Fantastic Eyes (Peter Nimble, #1)",Jonathan Auxier,https://www.goodreads.com/book/show/10806008-peter-nimble-and-his-fantastic-eyes,Peter Nimble and His Fantastic Eyes (Peter Nimble #1),Jonathan Auxier,https://covers.openlibrary.org/b/id/6917173-L.jpg,https://openlibrary.org/works/OL16091698W,"*Peter Nimble and His Fantastic Eyes* is the utterly beguiling tale of a ten-year-old blind orphan who has been schooled in a life of thievery. One fateful afternoon, he steals a box from a mysterious traveling haberdasher—a box that contains three pairs of magical eyes. When he tries the first pair, he is instantly transported to a hidden island where he is presented with a special quest: to travel to the dangerous Vanished Kingdom and rescue a people in need. Along with his loyal sidekick—a knight who has been turned into an unfortunate combination of horse and cat—and the magic eyes, he embarks on an unforgettable, swashbuckling adventure to discover his true destiny.

The companion book is called ""Sophie Quire and the Last Storyguard.""","Peter Nimble And His Fantastic Eyes (Peter Nimble, #1)",Jonathan Auxier,"A tale of a ten-year-old blind orphan who embarks on a magical adventure with the help of three pairs of magical eyes, a loyal sidekick, and a special quest to rescue a people in need.","adventure, friendship, destiny",whimsical,8-12,False
"Blue Hat, Green Hat",Sandra Boynton,https://www.goodreads.com/book/show/252268.Blue_Hat_Green_Hat,"Blue hat, green hat",Sandra Boynton,https://covers.openlibrary.org/b/id/438047-L.jpg,https://openlibrary.org/works/OL1738440W,Humorous animal characters introduce the basic colors and familiar items of clothing. On board pages.,"Blue Hat, Green Hat",Sandra Boynton,A playful book featuring animal characters teaching basic colors and clothing items.,"colors, clothing, animals",playful,1-3,False
The Empty Pot,Demi,https://www.goodreads.com/book/show/332575.The_Empty_Pot,The Empty Pot,Demi,https://covers.openlibrary.org/b/id/1316265-L.jpg,https://openlibrary.org/works/OL103647W,Ping's courage and honesty reward him King's throne.,The Empty Pot,Demi,"A young character named Ping demonstrates courage and honesty, ultimately leading to a positive outcome.","courage, honesty, reward",uplifting,4-6,False
Sector 7,David Wiesner,https://www.goodreads.com/book/show/29313.Sector_7,Sector 7,David Wiesner,https://covers.openlibrary.org/b/id/256731-L.jpg,https://openlibrary.org/works/OL2971044W,"Beginning with a school trip to the Empire State Building, a boy makes friends with a mischievous little cloud, who whisks him away to the Cloud Dispatch Center for Sector 7 (the region that includes New York City). The clouds are bored with their everyday shapes, so the boy obligingly starts to sketch some new ones. . . .",Sector 7,David Wiesner,"A boy befriends a mischievous cloud on a school trip to the Empire State Building and is taken to the Cloud Dispatch Center for Sector 7. There, he helps the clouds create new shapes to break their boredom.","imagination, friendship, creativity, adventure",whimsical,4-6,False
"Otherwise Known as Sheila the Great (Fudge, #2)",Judy Blume,https://www.goodreads.com/book/show/80670.Otherwise_Known_as_Sheila_the_Great,Otherwise Known as Sheila the Great,Judy Blume,https://covers.openlibrary.org/b/id/10830248-L.jpg,https://openlibrary.org/works/OL1838365W,"Otherwise Known as Sheila the Great is a children's novel by Judy Blume, first published in 1972. It is the second book in the Fudge series.","Otherwise Known As Sheila The Great (Fudge, #2)",Judy Blume,"A story about a young girl facing her fears and learning to be brave, part of a popular series.","facing fears, bravery, growing up",uplifting,8-10,False
The Saggy Baggy Elephant,Kathryn Jackson,https://www.goodreads.com/book/show/825576.The_Saggy_Baggy_Elephant,The Saggy Baggy Elephant,Kathryn Jackson,https://covers.openlibrary.org/b/id/166355-L.jpg,https://openlibrary.org/works/OL1689751W,In the first of two stories an elephant's worries about his wrinkles are solved and in the second a lion finds a cure for his hunger.,The Saggy Baggy Elephant,Kathryn Jackson,Two stories about animals facing and solving their problems: an elephant worried about wrinkles and a lion seeking a cure for hunger.,"problem-solving, self-acceptance, friendship",uplifting,3-5,False
"Catching Fire (The Hunger Games, #2)",Suzanne Collins,https://www.goodreads.com/book/show/6148028-catching-fire,Catching Fire,Suzanne Collins,https://covers.openlibrary.org/b/id/12646539-L.jpg,https://openlibrary.org/works/OL5735360W,"Against all odds, Katniss Everdeen has won the Hunger Games. She and fellow District 12 tribute Peeta Mellark are miraculously still alive. Katniss should be relieved, happy even. After all, she has returned to her family and her longtime friend, Gale. Yet nothing is the way Katniss wishes it to be. Gale holds her at an icy distance. Peeta has turned his back on her completely. And there are whispers of a rebellion against the Capitol—a rebellion that Katniss and Peeta may have helped create. 

Much to her shock, Katniss has fueled an unrest that she's afraid she cannot stop. And what scares her even more is that she's not entirely convinced she should try. As time draws near for Katniss and Peeta to visit the districts on the Capitol's cruel Victory Tour, the stakes are higher than ever. If they can't prove, without a shadow of a doubt, that they are lost in their love for each other, the consequences will be horrifying.

In Catching Fire, the second novel of the Hunger Games trilogy, Suzanne Collins continues the story of Katniss Everdeen, testing her more than ever before . . . and surprising readers at every turn.","Catching Fire (The Hunger Games, #2)",Suzanne Collins,"After winning the Hunger Games, Katniss Everdeen finds herself caught up in a potential rebellion against the Capitol, unsure of her role. As she and Peeta prepare for the Victory Tour, tensions rise as they must prove their love or face dire consequences.","rebellion, love, survival, loyalty",tense,12-18,False
