title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean
Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,https://www.goodreads.com/book/show/9822.Mrs_Frisby_and_the_Rats_of_NIMH,Mrs. Frisby and the Rats of Nimh,Robert C. O'Brien,https://covers.openlibrary.org/b/id/7762286-L.jpg,https://openlibrary.org/works/OL5092623W,"Mrs. Frisby, a widowed mouse with four small children, is faced with a terrible problem. She must move her family to their summer quarters immediately, or face almost certain death. But her youngest son, Timothy, lies ill with pneumonia and must not be moved. Fortunately, she encounters the rats of NIMH, an extraordinary breed of highly intelligent creatures, who come up with a brilliant solution to her dilemma. And Mrs. Frisby in turn renders them a great service.",Mrs. Frisby And The Rats Of Nimh,Robert C. O'Brien
Not a Box,Antoinette Portis,https://www.goodreads.com/book/show/220596.Not_a_Box,Not a Box,Antoinette Portis,https://covers.openlibrary.org/b/id/45783-L.jpg,https://openlibrary.org/works/OL277981W,"To an imaginative bunny, a box is not always just a box.",Not A Box,Antoinette Portis
Tuesday,David Wiesner,https://www.goodreads.com/book/show/97860.Tuesday,Tuesday,David Wiesner,https://covers.openlibrary.org/b/id/255993-L.jpg,https://openlibrary.org/works/OL2971052W,"The wordless, whimsical account of a Tuesday when frogs were airborne on their lily pads.",Tuesday,David Wiesner
The Country Bunny and the Little Gold Shoes,DuBose Heyward,https://www.goodreads.com/book/show/532752.The_Country_Bunny_and_the_Little_Gold_Shoes,The Country Bunny and the Little Gold Shoes,DuBose Heyward,https://covers.openlibrary.org/b/id/255459-L.jpg,https://openlibrary.org/works/OL244645W,mother bunny to many bunny children is assigned a very important job,The Country Bunny And The Little Gold Shoes,Dubose Heyward
Diary of a Worm,Doreen Cronin,https://www.goodreads.com/book/show/99296.Diary_of_a_Worm,Diary of a Worm,Doreen Cronin,https://covers.openlibrary.org/b/id/1937663-L.jpg,https://openlibrary.org/works/OL5703636W,"A young worm discovers, day by day, that there are some very good and some not so good things about being a worm in this great big world.",Diary Of A Worm,Doreen Cronin
The Wolves in the Walls,Neil Gaiman,https://www.goodreads.com/book/show/22341.The_Wolves_in_the_Walls,The Wolves in the Walls,Neil Gaiman,https://covers.openlibrary.org/b/id/7088416-L.jpg,https://openlibrary.org/works/OL679344W,"Lucy is sure there are wolves living in the walls of her house, although others in her family disagree, and when the wolves come out, the adventure begins.",The Wolves In The Walls,Neil Gaiman
"The Secret of the Old Clock (Nancy Drew Mystery Stories, #1)",Carolyn Keene,https://www.goodreads.com/book/show/32979.The_Secret_of_the_Old_Clock,The secret of the old clock,Mildred Augustine Wirt Benson,https://covers.openlibrary.org/b/id/779413-L.jpg,https://openlibrary.org/works/OL39840W,Nancy Drew's keen mind is tested when she searches for a missing will.,"The Secret Of The Old Clock (Nancy Drew Mystery Stories, #1)",Carolyn Keene
"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,https://www.goodreads.com/book/show/2767052-the-hunger-games,The Hunger Games,Suzanne Collins,https://covers.openlibrary.org/b/id/12646537-L.jpg,https://openlibrary.org/works/OL5735363W,"The Hunger Games is a 2008 dystopian novel by the American writer Suzanne Collins. It is written in the perspective of 16-year-old Katniss Everdeen, who lives in the future, post-apocalyptic nation of Panem in North America. The Capitol, a highly advanced metropolis, exercises political control over the rest of the nation. The Hunger Games is an annual event in which one boy and one girl aged 12–18 from each of the twelve districts surrounding the Capitol are selected by lottery to compete in a televised battle royale to the death.

The book received critical acclaim from major reviewers and authors. It was praised for its plot and character development. In writing The Hunger Games, Collins drew upon Greek mythology, Roman gladiatorial games, and contemporary reality television for thematic content. The novel won many awards, including the California Young Reader Medal, and was named one of Publishers Weekly's ""Best Books of the Year"" in 2008.

The Hunger Games was first published in hardcover on September 14, 2008, by Scholastic, featuring a cover designed by Tim O'Brien.","The Hunger Games (The Hunger Games, #1)",Suzanne Collins
Jumanji,Chris Van Allsburg,https://www.goodreads.com/book/show/525995.Jumanji,Jumanji,Chris Van Allsburg,https://covers.openlibrary.org/b/id/255573-L.jpg,https://openlibrary.org/works/OL3743769W,"Left on their own for an afternoon, two bored and restless children find more excitement than they bargained for in a mysterious and mystical jungle adventure board game.",Jumanji,Chris Van Allsburg
The Miraculous Journey of Edward Tulane,Kate DiCamillo,https://www.goodreads.com/book/show/37186.The_Miraculous_Journey_of_Edward_Tulane,The Miraculous Journey of Edward Tulane,Kate DiCamillo,https://covers.openlibrary.org/b/id/3326249-L.jpg,https://openlibrary.org/works/OL468661W,"Once, in a house on Egypt Street, there lived a china rabbit named Edward Tulane. The rabbit was very pleased with himself, and for good reason: he was owned by a girl named Abilene, who adored him completely. And then, one day, he was lost...Kate DiCamillo takes us on an extraordinary journey, from the depths of the ocean to the net of a fisherman, from the bedside of an ailing child to the bustling streets of Memphis. Along the way, we are shown a miracle—that even a heart of the most breakable kind can learn to love, to lose, and to love again.",The Miraculous Journey Of Edward Tulane,Kate Dicamillo
"Danny and the Dinosaur (Danny and the Dinosaur, #1)",Syd Hoff,https://www.goodreads.com/book/show/858037.Danny_and_the_Dinosaur,Danny and the Dinosaur,Syd Hoff,https://covers.openlibrary.org/b/id/36107-L.jpg,https://openlibrary.org/works/OL106091W,A little boy is surprised and pleased when one of the dinosaurs from the museum agrees to play with him.,"Danny And The Dinosaur (Danny And The Dinosaur, #1)",Syd Hoff
"Miss Nelson Is Back (Miss Nelson, #2)",Harry Allard,https://www.goodreads.com/book/show/279692.Miss_Nelson_Is_Back,Miss Nelson is back,Harry Allard,https://covers.openlibrary.org/b/id/255618-L.jpg,https://openlibrary.org/works/OL3237551W,"When their teacher has to go away for a week, the kids in room 207 plan to ""really act up.""","Miss Nelson Is Back (Miss Nelson, #2)",Harry Allard
The Library,Sarah Stewart,https://www.goodreads.com/book/show/858586.The_Library,The library,Sarah Stewart,https://covers.openlibrary.org/b/id/8189068-L.jpg,https://openlibrary.org/works/OL12355649W,"Elizabeth Brown loves to read more than anything else, but when her collection of books grows and grows, she must make a change in her life.",The Library,Sarah Stewart
The Tiger Who Came to Tea,Judith Kerr,https://www.goodreads.com/book/show/1099097.The_Tiger_Who_Came_to_Tea,The Tiger Who Came to Tea,Judith Kerr,https://covers.openlibrary.org/b/id/2306507-L.jpg,https://openlibrary.org/works/OL1742438W,"A tiger comes to tea at Sophie's house and eats and drinks everything in sight, so that there is nothing left for Daddy's supper.",The Tiger Who Came To Tea,Judith Kerr
"Wonder (Wonder, #1)",R.J. Palacio,https://www.goodreads.com/book/show/11387515-wonder,Wonder,R. J. Palacio,https://covers.openlibrary.org/b/id/8223160-L.jpg,https://openlibrary.org/works/OL16142094W,"Wonder is a children's novel written by R. J. Palacio,[2] published on 14 February 2012.

R. J. Palacio wrote Wonder after an incident where her son noticed a girl with a severe facial difference and started to cry. Fearing he would react badly, Palacio attempted to remove her son from the situation so as not to upset the girl and her family but ended up worsening the situation. Natalie Merchant's song of the same name made her realize that the incident could illustrate a valuable lesson. Palacio was inspired by Merchant's lyrics and she began writing. She named the book directly after the song and used the song's chorus as the prologue of the first chapter.","Wonder (Wonder, #1)",R.J. Palacio
Verdi,Janell Cannon,https://www.goodreads.com/book/show/970061.Verdi,Verdi,Janell Cannon,https://covers.openlibrary.org/b/id/14424577-L.jpg,https://openlibrary.org/works/OL86708W,"Deep in the jungle where all the pythons are green, Verdi is born a little bit different. This gorgeously illustrated picture book from the creator of Stellaluna sends a timely message to young readers about the importance of loving the skin you're in.

Young Verdi doesn’t want to grow up big and green. He likes his bright yellow skin and sporty stripes. Besides, all the green snakes he meets are lazy, boring, and rude. When Verdi finds a pale green stripe stretching along his whole body, he tries every trick he can think of to get rid of it—and ends up in a heap of trouble. Despite his efforts, Verdi turns green, but to his delight, he discovers that being green doesn’t mean he has to stop being himself.",Verdi,Janell Cannon
Duck on a Bike,David Shannon,https://www.goodreads.com/book/show/920780.Duck_on_a_Bike,Duck on a Bike,David Shannon,https://covers.openlibrary.org/b/id/275555-L.jpg,https://openlibrary.org/works/OL547370W,A duck decides to ride a bike and soon influences all the other animals on the farm to ride bikes too.,Duck On A Bike,David Shannon
"Hatchet (Brian's Saga, #1)",Gary Paulsen,https://www.goodreads.com/book/show/50.Hatchet,Hatchet,Gary Paulsen,https://covers.openlibrary.org/b/id/11240448-L.jpg,https://openlibrary.org/works/OL8125760W,"Brian Robison, a teenage boy struggling through his parents divorce, is flying up north to stay with his dad for the summer. However, his plane crashes and he is forced to survive the Canadian wilderness. Now living in a world completely opposite of his own, he is now able to discover himself in this forsaken and misunderstood beautiful world.

The story is continued in ""The River"" ""Brian's Winter"" ""Brian's Return"" and ""The Hunt""","Hatchet (Brian'S Saga, #1)",Gary Paulsen
"Moo, Baa, La La La!",Sandra Boynton,https://www.goodreads.com/book/show/4600.Moo_Baa_La_La_La_,"Moo, Baa, La La La (Boynton)",Sandra Boynton,https://covers.openlibrary.org/b/id/437901-L.jpg,https://openlibrary.org/works/OL1738475W,A variety of animals make their sounds in rhyme.,"Moo, Baa, La La La!",Sandra Boynton
"Good Dog, Carl (Good Dog, Carl, #1)",Alexandra Day,https://www.goodreads.com/book/show/406790.Good_Dog_Carl,"Good dog, Carl",Alexandra Day,https://covers.openlibrary.org/b/id/434094-L.jpg,https://openlibrary.org/works/OL116565W,Lively and unusual things happen when Carl the dog is left in charge of the baby,"Good Dog, Carl (Good Dog, Carl, #1)",Alexandra Day
The Eleventh Hour,Graeme Base,https://www.goodreads.com/book/show/11903.The_Eleventh_Hour,The eleventh hour,Graeme Base,https://covers.openlibrary.org/b/id/596012-L.jpg,https://openlibrary.org/works/OL14055W,"An elephant's eleventh birthday party is marked by eleven games preceding the banquet to be eaten at the eleventh hour; but when the time to eat arrives, the birthday feast has disappeared. The reader is invited to guess the thief.",The Eleventh Hour,Graeme Base
Paddington Bear,Michael Bond,https://www.goodreads.com/book/show/705985.Paddington_Bear,Paddington Bear (Paddington),Michael Bond,https://covers.openlibrary.org/b/id/7076-L.jpg,https://openlibrary.org/works/OL261376W,"Adopting for their own the lost bear they find in Paddington Station, the Browns have some exciting first moments with him.",Paddington Bear,Michael Bond
Put Me in the Zoo,Robert Lopshire,https://www.goodreads.com/book/show/413158.Put_Me_in_the_Zoo,Put me in the zoo,Robert Lopshire,https://covers.openlibrary.org/b/id/6555006-L.jpg,https://openlibrary.org/works/OL2954933W,"A large, spotted animal discovers he really belongs in a circus, not a zoo.",Put Me In The Zoo,Robert Lopshire
Time for Bed,Mem Fox,https://www.goodreads.com/book/show/835495.Time_for_Bed,Time for Bed,Mem Fox,https://covers.openlibrary.org/b/id/114082-L.jpg,https://openlibrary.org/works/OL650919W,Darkness is falling and everywhere little ones are growing sleepy and being tucked into bed. Sleep tight!,Time For Bed,Mem Fox
And Tango Makes Three,Justin Richardson,https://www.goodreads.com/book/show/117997.And_Tango_Makes_Three,And Tango Makes Three,Justin Richardson,https://covers.openlibrary.org/b/id/12356124-L.jpg,https://openlibrary.org/works/OL5709938W,In the zoo there are all kinds of animal families. But Tango's family is not like any of the others. This illustrated children's book fictionalizes the true story of two male penguins who became partners and raised a penguin chick in the Central Park Zoo.,And Tango Makes Three,Justin Richardson
The True Confessions of Charlotte Doyle,Avi,https://www.goodreads.com/book/show/310146.The_True_Confessions_of_Charlotte_Doyle,The True Confessions of Charlotte Doyle,Avi,https://covers.openlibrary.org/b/id/14348791-L.jpg,https://openlibrary.org/works/OL265958W,"As the only passenger, and the only female, on a transatlantic voyage in 1832, thirteen-year-old Charlotte finds herself caught between a murderous captain and a mutinous crew.",The True Confessions Of Charlotte Doyle,Avi
